Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
17-January-2019,1871,1899,1871,1895.1,1887.92714560746,138166,6277,260847342,51023,36.93,28,24.1
16-January-2019,1869.95,1874.8,1848.55,1870.1,1862.81508094291,105630,4274,196769157,21307,20.17,26.25,0.15
15-January-2019,1813.55,1868,1809.55,1864.2,1847.75764519646,180669,8717,333832526,47074,26.06,58.45,50.65
14-January-2019,1854.7,1854.85,1810.5,1814.4,1818.43730149394,170020,10538,309170710,67588,39.75,44.35,-40.3
11-January-2019,1875,1876.05,1836.1,1841.95,1848.47811190828,530631,26351,980859789,142980,26.95,39.95,-33.05
10-January-2019,1904,1906.8,1874.1,1888.15,1893.42522009026,157549,8638,298307250,35172,22.32,32.7,-15.85
9-January-2019,1915,1919,1869.05,1887.8,1895.8744392902,156721,5261,297123338,38750,24.73,49.95,-27.2
8-January-2019,1902,1908,1884,1893.05,1892.60130680271,84481,3571,159888851,20820,24.64,24,-8.95
7-January-2019,1891.1,1909,1880.25,1896.65,1894.0404381644,98867,4087,187258096,31343,31.7,28.75,5.55
4-January-2019,1901,1901.05,1841.5,1873.95,1867.71084870527,320877,12058,599305454,77748,24.23,59.55,-27.05
3-January-2019,1913.5,1944,1891.7,1896.45,1914.15965242746,155018,5675,296729201,47656,30.74,52.3,-17.05
2-January-2019,1907.9,1933,1900.55,1923.15,1921.30249169206,145042,5128,278669556,31796,21.92,32.45,15.25
1-January-2019,1905,1909,1885.1,1902.35,1899.90067387773,144685,2800,274887129,90664,62.66,23.9,-2.65
31-December-2018,1901,1910.15,1887,1893.55,1896.06614986415,155314,3751,294485618,84242,54.24,23.15,-7.45
28-December-2018,1909.45,1921,1893.75,1895.8,1905.53699862075,178358,4109,339867768,100966,56.61,27.25,-13.65
27-December-2018,1909.9,1940.1,1892.35,1909.45,1920.16519075656,146915,6049,282101069,28258,19.23,47.75,-0.45
26-December-2018,1916,1917.95,1872,1889.5,1885.07250236848,111886,5684,210913222,30375,27.15,45.95,-26.5
24-December-2018,1901,1938,1901,1915.55,1923.14130992634,132496,4233,254808531,35320,26.66,37,14.55
21-December-2018,1949.9,1950,1890,1897.25,1921.22936809856,167447,7099,321704094,54208,32.37,60,-52.65
20-December-2018,1965,1975.45,1947,1956.35,1954.8256497514,143401,3386,280323953,78641,54.84,28.45,-8.65
19-December-2018,1985,1985,1960,1967.2,1969.17793932502,123115,3852,242435342,40336,32.76,25,-17.8
18-December-2018,1999.5,2001.95,1975.1,1987.7,1987.34180576631,76444,3404,151920357,21426,28.03,26.85,-11.8
17-December-2018,1990.15,2003,1985.5,1993.25,1994.52947997077,62958,2174,125571587,21253,33.76,17.5,3.1
14-December-2018,1995,1995,1975.65,1989.25,1986.2504078197,76627,2947,152200410,10648,13.9,19.35,-5.75
13-December-2018,2020,2028.4,1975,1983.65,1995.71946511569,157492,11569,314309850,49481,31.42,53.4,-36.35
12-December-2018,1998.35,2022.05,1987.1,2018.7,2008.8967382456,466804,3734,937761033,17300,3.71,34.95,20.35
11-December-2018,1973.5,2009.7,1961.15,1998.35,1990.19867385573,100894,5732,200799105,16286,16.14,48.55,24.85
10-December-2018,1979,2009.9,1962.05,1974.9,1987.61595335541,97246,4695,193287701,17835,18.34,47.85,-4.1
7-December-2018,1991.75,2003.85,1975,1995.95,1991.08158661991,101524,4092,202142567,24376,24.01,28.85,4.2
6-December-2018,2000,2017.95,1981.25,1991.75,1998.68878804728,111506,4566,222865792,21605,19.38,36.7,-8.25
5-December-2018,2009.4,2017.5,1985,2006.1,2002.99561674233,127987,5330,256357400,37278,29.13,32.5,-3.3
4-December-2018,1983,2019.3,1971.5,2009.4,2004.02165471742,164306,6462,329272782,32561,19.82,47.8,26.4
3-December-2018,1980.1,1990,1969.05,1982.2,1979.26362199144,73374,3982,145226489,17527,23.89,20.95,2.1
30-November-2018,1960.25,1989.4,1960.25,1970.6,1977.03845326125,116167,4274,229666626,19577,16.85,29.15,10.35
29-November-2018,2000,2000,1943.65,1959.45,1964.33516833179,193279,7566,379664737,27006,13.97,56.35,-40.55
28-November-2018,1897,1982.15,1883.9,1976.55,1953.21582217544,778970,11370,1521496529,569016,73.05,98.25,79.55
27-November-2018,1865,1893.5,1834.6,1888.35,1866.95723391184,130220,6646,243115171,30691,23.57,58.9,23.35
26-November-2018,1822.9,1859.5,1787,1846.1,1821.43786319401,171396,8329,312187164,36729,21.43,72.5,23.2
22-November-2018,1822.45,1847.1,1810.4,1815.25,1830.47578645665,157701,5963,288667862,27418,17.39,36.7,-7.2
21-November-2018,1873,1873.05,1802,1811.75,1816.05833753282,452436,12312,821650170,279324,61.74,71.05,-61.25
20-November-2018,1903,1905.95,1875.1,1877.75,1883.4691694194,67206,2672,126580429,22008,32.75,30.85,-25.25
19-November-2018,1896,1907,1867.5,1902.05,1886.70182585174,62108,3043,117179277,17630,28.39,39.5,6.05
16-November-2018,1889.9,1898.55,1868,1882.25,1874.92971550836,315475,6303,591493452,196007,62.13,30.55,-7.65
15-November-2018,1869,1898.95,1860,1865.5,1869.24277807243,367665,4623,687255146,276290,75.15,38.95,-3.5
14-November-2018,1935.9,1935.9,1872.5,1880.55,1884.14175168712,150552,7261,283661309,52287,34.73,63.4,-55.35
13-November-2018,1925,1939.8,1903.05,1935.8,1928.09447971592,46465,1908,89588910,9446,20.33,36.75,10.8
12-November-2018,1910,1944.85,1909.8,1915.9,1927.18289698138,80898,3234,155905242,16327,20.18,35.05,5.9
9-November-2018,1955,1962.95,1904,1909.8,1918.74241393001,70524,3231,135317390,20028,28.4,58.95,-45.2
7-November-2018,1948,1950.35,1935,1942.8,1943.36114748731,24436,1550,47487973,9448,38.66,15.35,-5.2
6-November-2018,1891,1936,1890,1931.95,1926.27794243284,94811,4249,182632338,23857,25.16,46,40.95
5-November-2018,1914,1926.7,1885,1889.95,1902.99466242053,89179,5949,169707161,24821,27.83,41.7,-24.05
2-November-2018,1935.8,1953.5,1905.75,1909.8,1925.28857313181,132521,4569,255141167,25661,19.36,47.75,-26
1-November-2018,1940.1,1950,1902.55,1934.6,1918.55429845822,98198,3423,188398195,26550,27.04,47.45,-5.5
31-October-2018,1904.4,1944.6,1878.65,1937.6,1912.63503649635,136726,5543,261506938,22912,16.76,65.95,33.2
30-October-2018,1866.95,1909,1846.55,1895.4,1890.46092918785,143803,6699,271853953,28018,19.48,62.45,28.45
29-October-2018,1810,1878,1784,1869.75,1825.21000248818,140665,6068,256743165,26041,18.51,94,59.75
26-October-2018,1857.8,1858,1791.3,1799.6,1812.86766993474,167785,8009,304172002,54623,32.56,66.7,-58.2
25-October-2018,1845,1875.45,1825.5,1852.65,1857.97743821712,90640,4475,168407075,19397,21.4,49.95,7.65
